"Meldejahr","STATIONS_ID","Geschlecht","Inzidenz","Jahrestemperatur","Jahresniederschlag","LandkreisID","Kreis","Bevölkerung_Insg","Bevölkerungsentwicklung","Bevölkerung","Bundesland","Wintertemperatur","Wintertemperatur_Vorjahr","Frühlingsniederschlag","Sommerniederschlag","Sommertemperatur","Gesamt_Inzidenz"
2022,"2985","männlich",112,10.09,618.4,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",2.20333333333333,0.0133333333333333,41.65,36.8333333333333,17.6866666666667,261
2022,"2985","weiblich",149,10.09,618.4,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",2.20333333333333,0.0133333333333333,41.65,36.8333333333333,17.6866666666667,261
2023,"2985","männlich",66,10.34,NA,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",2.58,2.20333333333333,29.5,39.3,16.9766666666667,189
2023,"2985","weiblich",123,10.34,NA,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",2.58,2.20333333333333,29.5,39.3,16.9766666666667,189
2024,"2985","männlich",55,NA,NA,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",NA,NA,NA,NA,NA,125
2024,"2985","weiblich",70,NA,NA,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",NA,NA,NA,NA,NA,125
2010,"2928","männlich",16,8.33,841.6,"14729","Leipzig",260429,0.14,127570,"Sachsen",-2.82666666666667,NA,61.9,72.9333333333333,16.6633333333333,42
2010,"2928","weiblich",26,8.33,841.6,"14729","Leipzig",260429,0.14,132859,"Sachsen",-2.82666666666667,NA,61.9,72.9333333333333,16.6633333333333,42
2011,"2928","männlich",22,10.22,613.6,"14729","Leipzig",260429,0.14,127570,"Sachsen",2.29333333333333,-2.82666666666667,41.3,71.3,16.62,52
2011,"2928","weiblich",30,10.22,613.6,"14729","Leipzig",260429,0.14,132859,"Sachsen",2.29333333333333,-2.82666666666667,41.3,71.3,16.62,52
2012,"2928","männlich",31,9.85,553.7,"14729","Leipzig",260429,0.14,127570,"Sachsen",0.51,2.29333333333333,64.75,70.3,16.8633333333333,64
2012,"2928","weiblich",33,9.85,553.7,"14729","Leipzig",260429,0.14,132859,"Sachsen",0.51,2.29333333333333,64.75,70.3,16.8633333333333,64
2013,"2928","männlich",30,9.28,720.1,"14729","Leipzig",260429,0.14,127570,"Sachsen",1.44,0.51,135.05,105.166666666667,16.63,63
2013,"2928","weiblich",33,9.28,720.1,"14729","Leipzig",260429,0.14,132859,"Sachsen",1.44,0.51,135.05,105.166666666667,16.63,63
2014,"2928","männlich",23,10.98,524.8,"14729","Leipzig",260429,0.14,127570,"Sachsen",3.32333333333333,1.44,71.15,67.8,16.8466666666667,42
2014,"2928","weiblich",19,10.98,524.8,"14729","Leipzig",260429,0.14,132859,"Sachsen",3.32333333333333,1.44,71.15,67.8,16.8466666666667,42
2015,"2928","männlich",27,10.7,571.5,"14729","Leipzig",260429,0.14,127570,"Sachsen",4.03333333333333,3.32333333333333,30.8,54.3666666666667,16.8233333333333,61
2015,"2928","weiblich",34,10.7,571.5,"14729","Leipzig",260429,0.14,132859,"Sachsen",4.03333333333333,3.32333333333333,30.8,54.3666666666667,16.8233333333333,61
2016,"2928","männlich",29,10.34,510.7,"14729","Leipzig",260429,0.14,127570,"Sachsen",2.50333333333333,4.03333333333333,55.75,51.3666666666667,17.7133333333333,65
2016,"2928","weiblich",36,10.34,510.7,"14729","Leipzig",260429,0.14,132859,"Sachsen",2.50333333333333,4.03333333333333,55.75,51.3666666666667,17.7133333333333,65
2017,"2928","männlich",21,10.35,675,"14729","Leipzig",260429,0.14,127570,"Sachsen",1.54333333333333,2.50333333333333,51.6,69.5333333333333,17.59,51
2017,"2928","weiblich",30,10.35,675,"14729","Leipzig",260429,0.14,132859,"Sachsen",1.54333333333333,2.50333333333333,51.6,69.5333333333333,17.59,51
2018,"2928","männlich",29,11.23,379.3,"14729","Leipzig",260429,0.14,127570,"Sachsen",2.49333333333333,1.54333333333333,35.4,33.6,19.15,62
2018,"2928","weiblich",33,11.23,379.3,"14729","Leipzig",260429,0.14,132859,"Sachsen",2.49333333333333,1.54333333333333,35.4,33.6,19.15,62
2019,"2928","männlich",33,11.37,475.1,"14729","Leipzig",260429,0.14,127570,"Sachsen",3.5,2.49333333333333,40.65,42.6333333333333,18.0866666666667,75
2019,"2928","weiblich",42,11.37,475.1,"14729","Leipzig",260429,0.14,132859,"Sachsen",3.5,2.49333333333333,40.65,42.6333333333333,18.0866666666667,75
2020,"2928","männlich",14,11.48,490.5,"14729","Leipzig",260429,0.14,127570,"Sachsen",4.82,3.5,41.75,35.2333333333333,16.84,40
2020,"2928","weiblich",26,11.48,490.5,"14729","Leipzig",260429,0.14,132859,"Sachsen",4.82,3.5,41.75,35.2333333333333,16.84,40
2021,"2928","männlich",21,9.95,763,"14729","Leipzig",260429,0.14,127570,"Sachsen",1.85,4.82,77.45,85.6333333333333,17.4666666666667,51
2021,"2928","weiblich",30,9.95,763,"14729","Leipzig",260429,0.14,132859,"Sachsen",1.85,4.82,77.45,85.6333333333333,17.4666666666667,51
2022,"2928","männlich",15,11.21,490.3,"14729","Leipzig",260429,0.14,127570,"Sachsen",3.77333333333333,1.85,27.45,32.7666666666667,18.49,53
2022,"2928","weiblich",38,11.21,490.3,"14729","Leipzig",260429,0.14,132859,"Sachsen",3.77333333333333,1.85,27.45,32.7666666666667,18.49,53
2023,"2928","männlich",11,11.44,758.1,"14729","Leipzig",260429,0.14,127570,"Sachsen",4.28666666666667,3.77333333333333,31.9,37.6,17.6533333333333,21
2023,"2928","weiblich",10,11.44,758.1,"14729","Leipzig",260429,0.14,132859,"Sachsen",4.28666666666667,3.77333333333333,31.9,37.6,17.6533333333333,21
2024,"2928","männlich",4,NA,NA,"14729","Leipzig",260429,0.14,127570,"Sachsen",NA,NA,NA,NA,NA,11
2024,"2928","weiblich",7,NA,NA,"14729","Leipzig",260429,0.14,132859,"Sachsen",NA,NA,NA,NA,NA,11
2010,"2641","männlich",8,8.17,783.7,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",-3.23,NA,52.3,63,16.7333333333333,16
2010,"2641","weiblich",8,8.17,783.7,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",-3.23,NA,52.3,63,16.7333333333333,16
2011,"2641","männlich",12,10,559,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",2.00666666666667,-3.23,35.9,79.9,16.7766666666667,26
2011,"2641","weiblich",14,10,559,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",2.00666666666667,-3.23,35.9,79.9,16.7766666666667,26
2012,"2641","männlich",7,9.67,521.1,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",0.286666666666667,2.00666666666667,54.5,62.8666666666667,16.8766666666667,17
2012,"2641","weiblich",10,9.67,521.1,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",0.286666666666667,2.00666666666667,54.5,62.8666666666667,16.8766666666667,17
2013,"2641","männlich",10,9.19,NA,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",1.28333333333333,0.286666666666667,111.5,78.5,16.7066666666667,21
2013,"2641","weiblich",11,9.19,NA,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",1.28333333333333,0.286666666666667,111.5,78.5,16.7066666666667,21
2014,"2641","männlich",14,10.78,435.1,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",3.00666666666667,1.28333333333333,60.85,61.3666666666667,16.8366666666667,32
2014,"2641","weiblich",18,10.78,435.1,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",3.00666666666667,1.28333333333333,60.85,61.3666666666667,16.8366666666667,32
2015,"2641","männlich",17,10.58,598,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",3.90666666666667,3.00666666666667,34.35,60.4333333333333,16.76,38
2015,"2641","weiblich",21,10.58,598,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",3.90666666666667,3.00666666666667,34.35,60.4333333333333,16.76,38
2016,"2641","männlich",9,10.11,NA,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",2.13333333333333,3.90666666666667,45.8,48.2,17.7066666666667,30
2016,"2641","weiblich",21,10.11,NA,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",2.13333333333333,3.90666666666667,45.8,48.2,17.7066666666667,30
2017,"2641","männlich",16,10.12,560.7,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",1.12333333333333,2.13333333333333,43.5,56.6333333333333,17.56,37
2017,"2641","weiblich",21,10.12,560.7,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",1.12333333333333,2.13333333333333,43.5,56.6333333333333,17.56,37
2018,"2641","männlich",16,11.02,314.9,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",2.26333333333333,1.12333333333333,15.7,19.2666666666667,19.2,42
2018,"2641","weiblich",26,11.02,314.9,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",2.26333333333333,1.12333333333333,15.7,19.2666666666667,19.2,42
2019,"2641","männlich",17,11.23,NA,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",3.24333333333333,2.26333333333333,39.4,42.7,18.12,35
2019,"2641","weiblich",18,11.23,NA,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",3.24333333333333,2.26333333333333,39.4,42.7,18.12,35
2020,"2641","männlich",10,11.17,524.8,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",4.57333333333333,3.24333333333333,37.35,34.7333333333333,16.7266666666667,26
2020,"2641","weiblich",16,11.17,524.8,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",4.57333333333333,3.24333333333333,37.35,34.7333333333333,16.7266666666667,26
2021,"2641","männlich",21,9.74,623.4,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",1.30333333333333,4.57333333333333,69.65,73,17.4666666666667,42
2021,"2641","weiblich",21,9.74,623.4,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",1.30333333333333,4.57333333333333,69.65,73,17.4666666666667,42
2022,"2641","männlich",21,10.97,491.1,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",3.7,1.30333333333333,42.4,36.2666666666667,18.3433333333333,40
2022,"2641","weiblich",19,10.97,491.1,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",3.7,1.30333333333333,42.4,36.2666666666667,18.3433333333333,40
2023,"2641","männlich",14,11.38,649.1,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",4.14666666666667,3.7,19.05,31.7666666666667,17.7266666666667,33
2023,"2641","weiblich",19,11.38,649.1,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",4.14666666666667,3.7,19.05,31.7666666666667,17.7266666666667,33
2024,"2641","männlich",7,NA,NA,"14730","Nordsachsen",199824,-0.06,99026,"Sachsen",NA,NA,NA,NA,NA,8
2024,"2641","weiblich",1,NA,NA,"14730","Nordsachsen",199824,-0.06,100798,"Sachsen",NA,NA,NA,NA,NA,8
2011,"3904","männlich",40.8,10.75,593.4,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",4.04,0.13,47.9,56.3666666666667,16.1033333333333,82.22
2011,"3904","weiblich",41.42,10.75,593.4,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",4.04,0.13,47.9,56.3666666666667,16.1033333333333,82.22
2012,"3904","männlich",25.59,10.03,705.2,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",2.29,4.04,86,80.6666666666667,16.12,74.91
2012,"3904","weiblich",49.32,10.03,705.2,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",2.29,4.04,86,80.6666666666667,16.12,74.91
2013,"3904","männlich",43.45,9.73,802.8,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",2.26666666666667,2.29,109.9,86.4666666666667,16.18,89.17
2013,"3904","weiblich",45.72,9.73,802.8,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",2.26666666666667,2.29,109.9,86.4666666666667,16.18,89.17
2014,"3904","männlich",17.78,11.26,721.9,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",4.84666666666667,2.26666666666667,43.6,61.9666666666667,16.7166666666667,50.25
2014,"3904","weiblich",32.47,11.26,721.9,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",4.84666666666667,2.26666666666667,43.6,61.9666666666667,16.7166666666667,50.25
2015,"3904","männlich",11.64,10.8,581.1,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",4.01,4.84666666666667,38.6,42.6,17.13,19.26
2015,"3904","weiblich",7.62,10.8,581.1,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",4.01,4.84666666666667,38.6,42.6,17.13,19.26
2016,"3904","männlich",15.56,10.26,738.7,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",3.29333333333333,4.01,108.65,86.2333333333333,16.65,34.61
2016,"3904","weiblich",19.05,10.26,738.7,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",3.29333333333333,4.01,108.65,86.2333333333333,16.65,34.61
2017,"3904","männlich",13.67,10.53,744.7,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",2.61,3.29333333333333,74.85,88.6,18,30.83
2017,"3904","weiblich",17.16,10.53,744.7,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",2.61,3.29333333333333,74.85,88.6,18,30.83
2018,"3904","männlich",17.61,11.2,NA,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",3.6,2.61,75.7,52.6666666666667,18.4966666666667,38.66
2018,"3904","weiblich",21.05,11.2,NA,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",3.6,2.61,75.7,52.6666666666667,18.4966666666667,38.66
2019,"3904","männlich",23.51,10.8,752.6,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",3.48333333333333,3.6,64.25,48.5,16.9733333333333,59.9
2019,"3904","weiblich",36.39,10.8,752.6,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",3.48333333333333,3.6,64.25,48.5,16.9733333333333,59.9
2020,"3904","männlich",21.53,11.55,711.3,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",5.39333333333333,3.48333333333333,64.9,50.2333333333333,16.3566666666667,46.35
2020,"3904","weiblich",24.82,11.55,711.3,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",5.39333333333333,3.48333333333333,64.9,50.2333333333333,16.3566666666667,46.35
2021,"3904","männlich",19.57,NA,NA,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",3.79333333333333,5.39333333333333,81.8,110.966666666667,16.1233333333333,31.03
2021,"3904","weiblich",11.46,NA,NA,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",3.79333333333333,5.39333333333333,81.8,110.966666666667,16.1233333333333,31.03
2022,"3904","männlich",9.7,11.71,634.1,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",4.19333333333333,3.79333333333333,27.6,20.5,18.3933333333333,22.94
2022,"3904","weiblich",13.24,11.71,634.1,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",4.19333333333333,3.79333333333333,27.6,20.5,18.3933333333333,22.94
2023,"3904","männlich",11.64,11.71,866.1,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",5.02666666666667,4.19333333333333,23.7,42.9,17.92,22.99
2023,"3904","weiblich",11.35,11.71,866.1,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",5.02666666666667,4.19333333333333,23.7,42.9,17.92,22.99
2024,"3904","männlich",13.58,NA,NA,"10042","Merzig-Wadern",104425,-0.02,51552,"Saarland",NA,NA,NA,NA,NA,NA
2024,"3904","weiblich",NA,NA,NA,"10042","Merzig-Wadern",104425,-0.02,52873,"Saarland",NA,NA,NA,NA,NA,NA
2010,"3545","männlich",NA,8.7,981.7,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",-0.536666666666667,NA,83.05,78.4666666666667,16.0333333333333,NA
2010,"3545","weiblich",1.42,8.7,981.7,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",-0.536666666666667,NA,83.05,78.4666666666667,16.0333333333333,NA
2011,"3545","männlich",51.1,10.22,758.7,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",3.21,-0.536666666666667,60.65,65.5333333333333,15.6533333333333,106.94
2011,"3545","weiblich",55.84,10.22,758.7,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",3.21,-0.536666666666667,60.65,65.5333333333333,15.6533333333333,106.94
2012,"3545","männlich",6.13,9.59,882.8,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",1.52666666666667,3.21,80.75,83.6666666666667,16.0333333333333,9.03
2012,"3545","weiblich",2.9,9.59,882.8,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",1.52666666666667,3.21,80.75,83.6666666666667,16.0333333333333,9.03
2013,"3545","männlich",41.63,9.31,971.6,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",1.63,1.52666666666667,112,89,15.93,67.96
2013,"3545","weiblich",26.33,9.31,971.6,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",1.63,1.52666666666667,112,89,15.93,67.96
2014,"3545","männlich",24.64,10.85,839.3,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",4.09666666666667,1.63,53.9,83.6333333333333,16.5633333333333,45.2
2014,"3545","weiblich",20.56,10.85,839.3,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",4.09666666666667,1.63,53.9,83.6333333333333,16.5633333333333,45.2
2015,"3545","männlich",15.23,10.5,652.4,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",3.33,4.09666666666667,38.95,34.4,17.2166666666667,26.98
2015,"3545","weiblich",11.75,10.5,652.4,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",3.33,4.09666666666667,38.95,34.4,17.2166666666667,26.98
2016,"3545","männlich",12.15,10.07,911,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",2.95333333333333,3.33,124.15,92.8333333333333,16.61,29.76
2016,"3545","weiblich",17.61,10.07,911,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",2.95333333333333,3.33,124.15,92.8333333333333,16.61,29.76
2017,"3545","männlich",12.22,10.25,995.1,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",2.17333333333333,2.95333333333333,65.85,104.6,17.65,25.49
2017,"3545","weiblich",13.27,10.25,995.1,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",2.17333333333333,2.95333333333333,65.85,104.6,17.65,25.49
2018,"3545","männlich",20.03,11.02,859.8,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",3.18,2.17333333333333,121.7,96.2,18.38,45.29
2018,"3545","weiblich",25.26,11.02,859.8,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",3.18,2.17333333333333,121.7,96.2,18.38,45.29
2019,"3545","männlich",17.04,10.61,927.1,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",3.13666666666667,3.18,54.8,47.0666666666667,17.0066666666667,48.45
2019,"3545","weiblich",31.41,10.61,927.1,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",3.13666666666667,3.18,54.8,47.0666666666667,17.0066666666667,48.45
2020,"3545","männlich",4.66,11.09,854.8,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",4.70666666666667,3.13666666666667,60.4,47.0666666666667,16.2433333333333,6.16
2020,"3545","weiblich",1.5,11.09,854.8,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",4.70666666666667,3.13666666666667,60.4,47.0666666666667,16.2433333333333,6.16
2021,"3545","männlich",20.18,9.58,957.5,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",3.09666666666667,4.70666666666667,129.6,133.166666666667,15.8766666666667,48.78
2021,"3545","weiblich",28.6,9.58,957.5,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",3.09666666666667,4.70666666666667,129.6,133.166666666667,15.8766666666667,48.78
2022,"3545","männlich",16.91,11.3,908,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",3.68,3.09666666666667,42.85,30.9666666666667,18.1866666666667,24.35
2022,"3545","weiblich",7.44,11.3,908,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",3.68,3.09666666666667,42.85,30.9666666666667,18.1866666666667,24.35
2023,"3545","männlich",16.91,11.4,1097.2,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",4.65333333333333,3.68,22.9,51.7333333333333,17.8333333333333,34.76
2023,"3545","weiblich",17.85,11.4,1097.2,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",4.65333333333333,3.68,22.9,51.7333333333333,17.8333333333333,34.76
2024,"3545","männlich",3.07,NA,NA,"10043","Neunkirchen",132283,-0.08,65064,"Saarland",NA,NA,NA,NA,NA,9.02
2024,"3545","weiblich",5.95,NA,NA,"10043","Neunkirchen",132283,-0.08,67219,"Saarland",NA,NA,NA,NA,NA,9.02
2011,"460","männlich",23.21,10.46,665.3,"10044","Saarlouis",195749,-0.06,95910,"Saarland",2.84,-1.07666666666667,58.75,59.7333333333333,15.7233333333333,58.08
2011,"460","weiblich",34.87,10.46,665.3,"10044","Saarlouis",195749,-0.06,99839,"Saarland",2.84,-1.07666666666667,58.75,59.7333333333333,15.7233333333333,58.08
2012,"460","männlich",37.69,9.68,760.5,"10044","Saarlouis",195749,-0.06,95910,"Saarland",1.29333333333333,2.84,70.25,71.2333333333333,15.6633333333333,79.24
2012,"460","weiblich",41.55,9.68,760.5,"10044","Saarlouis",195749,-0.06,99839,"Saarland",1.29333333333333,2.84,70.25,71.2333333333333,15.6633333333333,79.24
2014,"460","männlich",12.57,10.89,806.7,"10044","Saarlouis",195749,-0.06,95910,"Saarland",3.73666666666667,1.06666666666667,47.75,85.4,16.4466666666667,29.54
2014,"460","weiblich",16.97,10.89,806.7,"10044","Saarlouis",195749,-0.06,99839,"Saarland",3.73666666666667,1.06666666666667,47.75,85.4,16.4466666666667,29.54
2015,"460","männlich",8.28,10.51,NA,"10044","Saarlouis",195749,-0.06,95910,"Saarland",3.15666666666667,3.73666666666667,45.1,38.0666666666667,16.9633333333333,15.25
2015,"460","weiblich",6.97,10.51,NA,"10044","Saarlouis",195749,-0.06,99839,"Saarland",3.15666666666667,3.73666666666667,45.1,38.0666666666667,16.9633333333333,15.25
2016,"460","männlich",6.22,9.84,866.6,"10044","Saarlouis",195749,-0.06,95910,"Saarland",2.46333333333333,3.15666666666667,116.65,87.1666666666667,16.1133333333333,13.21
2016,"460","weiblich",6.99,9.84,866.6,"10044","Saarlouis",195749,-0.06,99839,"Saarland",2.46333333333333,3.15666666666667,116.65,87.1666666666667,16.1133333333333,13.21
2017,"460","männlich",15.65,10.26,828.7,"10044","Saarlouis",195749,-0.06,95910,"Saarland",1.73,2.46333333333333,54.8,69.4666666666667,17.7366666666667,34.66
2017,"460","weiblich",19.01,10.26,828.7,"10044","Saarlouis",195749,-0.06,99839,"Saarland",1.73,2.46333333333333,54.8,69.4666666666667,17.7366666666667,34.66
2018,"460","männlich",41.86,11.19,810.4,"10044","Saarlouis",195749,-0.06,95910,"Saarland",2.43333333333333,1.73,96.2,68,18.6833333333333,72.97
2018,"460","weiblich",31.11,11.19,810.4,"10044","Saarlouis",195749,-0.06,99839,"Saarland",2.43333333333333,1.73,96.2,68,18.6833333333333,72.97
2019,"460","männlich",26.28,10.74,839.3,"10044","Saarlouis",195749,-0.06,95910,"Saarland",3.36333333333333,2.43333333333333,43.95,39.5333333333333,17.1566666666667,73.67
2019,"460","weiblich",47.39,10.74,839.3,"10044","Saarlouis",195749,-0.06,99839,"Saarland",3.36333333333333,2.43333333333333,43.95,39.5333333333333,17.1566666666667,73.67
2020,"460","männlich",43.19,11.26,829.1,"10044","Saarlouis",195749,-0.06,95910,"Saarland",4.19,3.36333333333333,65.15,47.7333333333333,16.43,85.7
2020,"460","weiblich",42.51,11.26,829.1,"10044","Saarlouis",195749,-0.06,99839,"Saarland",4.19,3.36333333333333,65.15,47.7333333333333,16.43,85.7
2021,"460","männlich",18.98,9.65,786,"10044","Saarlouis",195749,-0.06,95910,"Saarland",2.94666666666667,4.19,67.4,87.6,15.6766666666667,34.16
2021,"460","weiblich",15.18,9.65,786,"10044","Saarlouis",195749,-0.06,99839,"Saarland",2.94666666666667,4.19,67.4,87.6,15.6766666666667,34.16
2022,"460","männlich",26.07,11.53,779.9,"10044","Saarlouis",195749,-0.06,95910,"Saarland",3.17333333333333,2.94666666666667,49.4,37.1,18.61,44.1
2022,"460","weiblich",18.03,11.53,779.9,"10044","Saarlouis",195749,-0.06,99839,"Saarland",3.17333333333333,2.94666666666667,49.4,37.1,18.61,44.1
2023,"460","männlich",12.51,11.24,NA,"10044","Saarlouis",195749,-0.06,95910,"Saarland",3.97666666666667,3.17333333333333,18.5,44.2666666666667,17.8733333333333,35.55
2023,"460","weiblich",23.04,11.24,NA,"10044","Saarlouis",195749,-0.06,99839,"Saarland",3.97666666666667,3.17333333333333,18.5,44.2666666666667,17.8733333333333,35.55
2024,"460","männlich",18.77,NA,NA,"10044","Saarlouis",195749,-0.06,95910,"Saarland",NA,NA,NA,NA,NA,51.82
2024,"460","weiblich",33.05,NA,NA,"10044","Saarlouis",195749,-0.06,99839,"Saarland",NA,NA,NA,NA,NA,51.82
2011,"4336","männlich",31.84,10.49,685.9,"10041","Regionalverband Saarbrücken",330848,-0.03,162630,"Saarland",2.95666666666667,-0.853333333333333,66.55,69.9,15.7833333333333,116.73
