"Meldejahr","STATIONS_ID","Geschlecht","Inzidenz","Jahrestemperatur","Jahresniederschlag","LandkreisID","Kreis","Bevölkerung_Insg","Bevölkerungsentwicklung","Bevölkerung","Bundesland","Wintertemperatur","Wintertemperatur_Vorjahr","Frühlingsniederschlag","Sommerniederschlag","Sommertemperatur","Inzidenz_log","Gesamt_Inzidenz"
2011,"1050","weiblich",159,10.56,669.7,"14625","Bautzen",297711,-0.17,150729,"Sachsen",2.29333333333333,-2.15666666666667,53.3,111.033333333333,16.92,5.07517381523383,263
2012,"1050","männlich",47,10.13,670.8,"14625","Bautzen",297711,-0.17,146982,"Sachsen",0.523333333333333,2.29333333333333,59.35,78.2666666666667,17.4933333333333,3.87120101090789,115
2012,"1050","weiblich",68,10.13,670.8,"14625","Bautzen",297711,-0.17,150729,"Sachsen",0.523333333333333,2.29333333333333,59.35,78.2666666666667,17.4933333333333,4.23410650459726,115
2014,"1050","männlich",80,11.47,568.9,"14625","Bautzen",297711,-0.17,146982,"Sachsen",3.78,1.62666666666667,60.85,76.1,17.3333333333333,4.39444915467244,207
2014,"1050","weiblich",127,11.47,568.9,"14625","Bautzen",297711,-0.17,150729,"Sachsen",3.78,1.62666666666667,60.85,76.1,17.3333333333333,4.85203026391962,207
2015,"1050","männlich",86,11.38,620.4,"14625","Bautzen",297711,-0.17,146982,"Sachsen",4.43666666666667,3.78,51.5,48,17.4033333333333,4.46590811865458,198
2015,"1050","weiblich",112,11.38,620.4,"14625","Bautzen",297711,-0.17,150729,"Sachsen",4.43666666666667,3.78,51.5,48,17.4033333333333,4.72738781871234,198
2016,"1050","männlich",115,10.61,685.9,"14625","Bautzen",297711,-0.17,146982,"Sachsen",2.92,4.43666666666667,78.7,81.5333333333333,17.8833333333333,4.75359019110636,305
2016,"1050","weiblich",190,10.61,685.9,"14625","Bautzen",297711,-0.17,150729,"Sachsen",2.92,4.43666666666667,78.7,81.5333333333333,17.8833333333333,5.25227342804663,305
2017,"1050","männlich",127,10.72,631.2,"14625","Bautzen",297711,-0.17,146982,"Sachsen",1.76333333333333,2.92,43.3,64.7666666666667,18.1733333333333,4.85203026391962,295
2017,"1050","weiblich",168,10.72,631.2,"14625","Bautzen",297711,-0.17,150729,"Sachsen",1.76333333333333,2.92,43.3,64.7666666666667,18.1733333333333,5.12989871492307,295
2019,"1050","männlich",127,11.64,526.8,"14625","Bautzen",297711,-0.17,146982,"Sachsen",3.37,2.54333333333333,66.4,56.7,18.2766666666667,4.85203026391962,290
2019,"1050","weiblich",163,11.64,526.8,"14625","Bautzen",297711,-0.17,150729,"Sachsen",3.37,2.54333333333333,66.4,56.7,18.2766666666667,5.0998664278242,290
2020,"1050","männlich",153,11.51,611.7,"14625","Bautzen",297711,-0.17,146982,"Sachsen",4.93,3.37,77.55,63.9333333333333,16.8766666666667,5.03695260241363,355
2020,"1050","weiblich",202,11.51,611.7,"14625","Bautzen",297711,-0.17,150729,"Sachsen",4.93,3.37,77.55,63.9333333333333,16.8766666666667,5.31320597904179,355
2021,"1050","männlich",133,10.15,714.7,"14625","Bautzen",297711,-0.17,146982,"Sachsen",1.87666666666667,4.93,84.45,92.4666666666667,17.8333333333333,4.89783979995091,323
2021,"1050","weiblich",190,10.15,714.7,"14625","Bautzen",297711,-0.17,150729,"Sachsen",1.87666666666667,4.93,84.45,92.4666666666667,17.8333333333333,5.25227342804663,323
2022,"1050","männlich",67,11.41,464.9,"14625","Bautzen",297711,-0.17,146982,"Sachsen",4.04666666666667,1.87666666666667,25.7,21.7333333333333,18.92,4.21950770517611,178
2022,"1050","weiblich",111,11.41,464.9,"14625","Bautzen",297711,-0.17,150729,"Sachsen",4.04666666666667,1.87666666666667,25.7,21.7333333333333,18.92,4.71849887129509,178
2023,"1050","männlich",73,11.68,700,"14625","Bautzen",297711,-0.17,146982,"Sachsen",4.46666666666667,4.04666666666667,50.95,52.8,17.8,4.30406509320417,201
2023,"1050","weiblich",128,11.68,700,"14625","Bautzen",297711,-0.17,150729,"Sachsen",4.46666666666667,4.04666666666667,50.95,52.8,17.8,4.85981240436167,201
2011,"314","männlich",64,10.05,682.5,"14612","Dresden, Stadt",563311,0.06,279338,"Sachsen",1.30666666666667,-3.34,47.1,108.733333333333,16.39,4.17438726989564,144
2011,"314","weiblich",80,10.05,682.5,"14612","Dresden, Stadt",563311,0.06,283973,"Sachsen",1.30666666666667,-3.34,47.1,108.733333333333,16.39,4.39444915467244,144
2012,"314","männlich",28,9.46,784.2,"14612","Dresden, Stadt",563311,0.06,279338,"Sachsen",-0.766666666666667,1.30666666666667,85.25,101.4,16.6833333333333,3.36729582998647,66
2012,"314","weiblich",38,9.46,784.2,"14612","Dresden, Stadt",563311,0.06,283973,"Sachsen",-0.766666666666667,1.30666666666667,85.25,101.4,16.6833333333333,3.66356164612965,66
2013,"314","männlich",35,8.9,752.5,"14612","Dresden, Stadt",563311,0.06,279338,"Sachsen",0.61,-0.766666666666667,148.8,114.3,16.33,3.58351893845611,82
2013,"314","weiblich",47,8.9,752.5,"14612","Dresden, Stadt",563311,0.06,283973,"Sachsen",0.61,-0.766666666666667,148.8,114.3,16.33,3.87120101090789,82
2014,"314","männlich",25,10.8,625.9,"14612","Dresden, Stadt",563311,0.06,279338,"Sachsen",2.94666666666667,0.61,76.45,93.0333333333333,16.61,3.25809653802148,60
2014,"314","weiblich",35,10.8,625.9,"14612","Dresden, Stadt",563311,0.06,283973,"Sachsen",2.94666666666667,0.61,76.45,93.0333333333333,16.61,3.58351893845611,60
2015,"314","männlich",32,10.8,584.8,"14612","Dresden, Stadt",563311,0.06,279338,"Sachsen",3.66666666666667,2.94666666666667,48.65,54.9666666666667,16.7166666666667,3.49650756146648,74
2015,"314","weiblich",42,10.8,584.8,"14612","Dresden, Stadt",563311,0.06,283973,"Sachsen",3.66666666666667,2.94666666666667,48.65,54.9666666666667,16.7166666666667,3.76120011569356,74
2016,"314","männlich",55,10.06,705.8,"14612","Dresden, Stadt",563311,0.06,279338,"Sachsen",2.30666666666667,3.66666666666667,58.25,80.9,17.3,4.02535169073515,118
2016,"314","weiblich",63,10.06,705.8,"14612","Dresden, Stadt",563311,0.06,283973,"Sachsen",2.30666666666667,3.66666666666667,58.25,80.9,17.3,4.15888308335967,118
2017,"314","männlich",55,10.04,778,"14612","Dresden, Stadt",563311,0.06,279338,"Sachsen",0.926666666666667,2.30666666666667,82.5,94.6,17.1633333333333,4.02535169073515,127
2017,"314","weiblich",72,10.04,778,"14612","Dresden, Stadt",563311,0.06,283973,"Sachsen",0.926666666666667,2.30666666666667,82.5,94.6,17.1633333333333,4.29045944114839,127
2018,"314","männlich",61,11.05,402.4,"14612","Dresden, Stadt",563311,0.06,279338,"Sachsen",1.57333333333333,0.926666666666667,26.9,25.9333333333333,18.55,4.12713438504509,139
2018,"314","weiblich",78,11.05,402.4,"14612","Dresden, Stadt",563311,0.06,283973,"Sachsen",1.57333333333333,0.926666666666667,26.9,25.9333333333333,18.55,4.36944785246702,139
2019,"314","männlich",36,11.25,544.5,"14612","Dresden, Stadt",563311,0.06,279338,"Sachsen",3.12666666666667,1.57333333333333,68.9,57,17.7133333333333,3.61091791264422,100
2019,"314","weiblich",64,11.25,544.5,"14612","Dresden, Stadt",563311,0.06,283973,"Sachsen",3.12666666666667,1.57333333333333,68.9,57,17.7133333333333,4.17438726989564,100
2020,"314","männlich",35,10.99,657.6,"14612","Dresden, Stadt",563311,0.06,279338,"Sachsen",4.2,3.12666666666667,65.25,53.1333333333333,16.2433333333333,3.58351893845611,74
2020,"314","weiblich",39,10.99,657.6,"14612","Dresden, Stadt",563311,0.06,283973,"Sachsen",4.2,3.12666666666667,65.25,53.1333333333333,16.2433333333333,3.68887945411394,74
2022,"314","männlich",21,10.91,591.7,"14612","Dresden, Stadt",563311,0.06,279338,"Sachsen",3.00333333333333,1.21666666666667,46.35,42.4333333333333,18.2366666666667,3.09104245335832,53
2022,"314","weiblich",32,10.91,591.7,"14612","Dresden, Stadt",563311,0.06,283973,"Sachsen",3.00333333333333,1.21666666666667,46.35,42.4333333333333,18.2366666666667,3.49650756146648,53
2023,"314","männlich",23,11.13,731.9,"14612","Dresden, Stadt",563311,0.06,279338,"Sachsen",3.61,3.00333333333333,44.75,44.1,17.1566666666667,3.17805383034795,49
2023,"314","weiblich",26,11.13,731.9,"14612","Dresden, Stadt",563311,0.06,283973,"Sachsen",3.61,3.00333333333333,44.75,44.1,17.1566666666667,3.29583686600433,49
2011,"1684","männlich",89,9.62,617.9,"14626","Görlitz",249681,-0.18,122032,"Sachsen",0.726666666666667,-3.85,41.15,91.4,16.32,4.49980967033027,200
2011,"1684","weiblich",111,9.62,617.9,"14626","Görlitz",249681,-0.18,127649,"Sachsen",0.726666666666667,-3.85,41.15,91.4,16.32,4.71849887129509,200
2012,"1684","männlich",49,9.12,802.5,"14626","Görlitz",249681,-0.18,122032,"Sachsen",-1.13666666666667,0.726666666666667,83.1,103.2,16.63,3.91202300542815,125
2012,"1684","weiblich",76,9.12,802.5,"14626","Görlitz",249681,-0.18,127649,"Sachsen",-1.13666666666667,0.726666666666667,83.1,103.2,16.63,4.34380542185368,125
2013,"1684","männlich",55,8.71,699.3,"14626","Görlitz",249681,-0.18,122032,"Sachsen",0.306666666666667,-1.13666666666667,127.85,109.366666666667,16.44,4.02535169073515,116
2013,"1684","weiblich",61,8.71,699.3,"14626","Görlitz",249681,-0.18,127649,"Sachsen",0.306666666666667,-1.13666666666667,127.85,109.366666666667,16.44,4.12713438504509,116
2014,"1684","männlich",45,10.36,672.8,"14626","Görlitz",249681,-0.18,122032,"Sachsen",2.41666666666667,0.306666666666667,95.75,101.666666666667,16.37,3.8286413964891,88
2014,"1684","weiblich",43,10.36,672.8,"14626","Görlitz",249681,-0.18,127649,"Sachsen",2.41666666666667,0.306666666666667,95.75,101.666666666667,16.37,3.78418963391826,88
2015,"1684","männlich",19,10.32,515.7,"14626","Görlitz",249681,-0.18,122032,"Sachsen",3.02,2.41666666666667,45.65,44.4666666666667,16.3133333333333,2.99573227355399,45
2015,"1684","weiblich",26,10.32,515.7,"14626","Görlitz",249681,-0.18,127649,"Sachsen",3.02,2.41666666666667,45.65,44.4666666666667,16.3133333333333,3.29583686600433,45
2016,"1684","männlich",23,9.56,692.5,"14626","Görlitz",249681,-0.18,122032,"Sachsen",1.45333333333333,3.02,60.35,75.4333333333333,17.0866666666667,3.17805383034795,64
2016,"1684","weiblich",41,9.56,692.5,"14626","Görlitz",249681,-0.18,127649,"Sachsen",1.45333333333333,3.02,60.35,75.4333333333333,17.0866666666667,3.73766961828337,64
2017,"1684","männlich",42,9.57,683.4,"14626","Görlitz",249681,-0.18,122032,"Sachsen",0.256666666666667,1.45333333333333,45.5,64,17.0166666666667,3.76120011569356,74
2017,"1684","weiblich",32,9.57,683.4,"14626","Görlitz",249681,-0.18,127649,"Sachsen",0.256666666666667,1.45333333333333,45.5,64,17.0166666666667,3.49650756146648,74
2018,"1684","männlich",77,10.69,392,"14626","Görlitz",249681,-0.18,122032,"Sachsen",1.10666666666667,0.256666666666667,22.15,27.0666666666667,18.4666666666667,4.35670882668959,158
2018,"1684","weiblich",81,10.69,392,"14626","Görlitz",249681,-0.18,127649,"Sachsen",1.10666666666667,0.256666666666667,22.15,27.0666666666667,18.4666666666667,4.40671924726425,158
2019,"1684","männlich",79,10.76,524.5,"14626","Görlitz",249681,-0.18,122032,"Sachsen",2.44,1.10666666666667,63.8,57.3,17.4966666666667,4.38202663467388,180
2019,"1684","weiblich",101,10.76,524.5,"14626","Görlitz",249681,-0.18,127649,"Sachsen",2.44,1.10666666666667,63.8,57.3,17.4966666666667,4.62497281328427,180
2020,"1684","männlich",26,10.5,666.2,"14626","Görlitz",249681,-0.18,122032,"Sachsen",3.62666666666667,2.44,82.85,62.3333333333333,15.91,3.29583686600433,61
2020,"1684","weiblich",35,10.5,666.2,"14626","Görlitz",249681,-0.18,127649,"Sachsen",3.62666666666667,2.44,82.85,62.3333333333333,15.91,3.58351893845611,61
2021,"1684","männlich",20,9.17,676,"14626","Görlitz",249681,-0.18,122032,"Sachsen",0.423333333333333,3.62666666666667,72.95,101.9,16.9066666666667,3.04452243772342,42
2021,"1684","weiblich",22,9.17,676,"14626","Görlitz",249681,-0.18,127649,"Sachsen",0.423333333333333,3.62666666666667,72.95,101.9,16.9066666666667,3.13549421592915,42
2022,"1684","männlich",17,10.37,497.6,"14626","Görlitz",249681,-0.18,122032,"Sachsen",2.58333333333333,0.423333333333333,52.4,45.6333333333333,17.8066666666667,2.89037175789616,41
2022,"1684","weiblich",24,10.37,497.6,"14626","Görlitz",249681,-0.18,127649,"Sachsen",2.58333333333333,0.423333333333333,52.4,45.6333333333333,17.8066666666667,3.2188758248682,41
2023,"1684","männlich",20,10.79,761.1,"14626","Görlitz",249681,-0.18,122032,"Sachsen",3.2,2.58333333333333,41,40.5666666666667,17.0966666666667,3.04452243772342,41
2023,"1684","weiblich",21,10.79,761.1,"14626","Görlitz",249681,-0.18,127649,"Sachsen",3.2,2.58333333333333,41,40.5666666666667,17.0966666666667,3.09104245335832,41
2011,"3234","männlich",50,9.66,716.5,"14627","Meißen",241343,-0.11,118391,"Sachsen",1.83666666666667,-2.94333333333333,35,98.4666666666667,15.8333333333333,3.93182563272433,138
2011,"3234","weiblich",88,9.66,716.5,"14627","Meißen",241343,-0.11,122952,"Sachsen",1.83666666666667,-2.94333333333333,35,98.4666666666667,15.8333333333333,4.48863636973214,138
2012,"3234","männlich",51,9.45,617.4,"14627","Meißen",241343,-0.11,118391,"Sachsen",0.203333333333333,1.83666666666667,63.35,70.7,16.61,3.95124371858143,115
2012,"3234","weiblich",64,9.45,617.4,"14627","Meißen",241343,-0.11,122952,"Sachsen",0.203333333333333,1.83666666666667,63.35,70.7,16.61,4.17438726989564,115
2013,"3234","männlich",43,8.91,733,"14627","Meißen",241343,-0.11,118391,"Sachsen",0.993333333333333,0.203333333333333,163.3,117.633333333333,16.2233333333333,3.78418963391826,123
2013,"3234","weiblich",80,8.91,733,"14627","Meißen",241343,-0.11,122952,"Sachsen",0.993333333333333,0.203333333333333,163.3,117.633333333333,16.2233333333333,4.39444915467244,123
2014,"3234","männlich",55,10.48,641.4,"14627","Meißen",241343,-0.11,118391,"Sachsen",2.99,0.993333333333333,76.5,100.6,16.2133333333333,4.02535169073515,117
2014,"3234","weiblich",62,10.48,641.4,"14627","Meißen",241343,-0.11,122952,"Sachsen",2.99,0.993333333333333,76.5,100.6,16.2133333333333,4.14313472639153,117
2015,"3234","männlich",49,10.31,597.4,"14627","Meißen",241343,-0.11,118391,"Sachsen",3.72666666666667,2.99,41.7,46.0666666666667,16.26,3.91202300542815,101
2015,"3234","weiblich",52,10.31,597.4,"14627","Meißen",241343,-0.11,122952,"Sachsen",3.72666666666667,2.99,41.7,46.0666666666667,16.26,3.97029191355212,101
2016,"3234","männlich",67,9.75,642.1,"14627","Meißen",241343,-0.11,118391,"Sachsen",2.19333333333333,3.72666666666667,69.05,70.4333333333333,16.9233333333333,4.21950770517611,157
2016,"3234","weiblich",90,9.75,642.1,"14627","Meißen",241343,-0.11,122952,"Sachsen",2.19333333333333,3.72666666666667,69.05,70.4333333333333,16.9233333333333,4.51085950651685,157
2018,"3234","männlich",51,10.64,415.5,"14627","Meißen",241343,-0.11,118391,"Sachsen",2.18666666666667,0.873333333333333,28.65,28.2333333333333,18.11,3.95124371858143,137
2018,"3234","weiblich",86,10.64,415.5,"14627","Meißen",241343,-0.11,122952,"Sachsen",2.18666666666667,0.873333333333333,28.65,28.2333333333333,18.11,4.46590811865458,137
2019,"3234","männlich",54,10.73,471.9,"14627","Meißen",241343,-0.11,118391,"Sachsen",2.80666666666667,2.18666666666667,39.5,33.6666666666667,17.2133333333333,4.00733318523247,147
2019,"3234","weiblich",93,10.73,471.9,"14627","Meißen",241343,-0.11,122952,"Sachsen",2.80666666666667,2.18666666666667,39.5,33.6666666666667,17.2133333333333,4.54329478227,147
2020,"3234","männlich",50,10.71,594.2,"14627","Meißen",241343,-0.11,118391,"Sachsen",4.34,2.80666666666667,48.2,43.8666666666667,16.0566666666667,3.93182563272433,109
2020,"3234","weiblich",59,10.71,594.2,"14627","Meißen",241343,-0.11,122952,"Sachsen",4.34,2.80666666666667,48.2,43.8666666666667,16.0566666666667,4.0943445622221,109
2021,"3234","männlich",49,9.33,703.1,"14627","Meißen",241343,-0.11,118391,"Sachsen",1.29666666666667,4.34,75.6,98.6333333333333,16.8466666666667,3.91202300542815,104
2021,"3234","weiblich",55,9.33,703.1,"14627","Meißen",241343,-0.11,122952,"Sachsen",1.29666666666667,4.34,75.6,98.6333333333333,16.8466666666667,4.02535169073515,104
2022,"3234","männlich",51,10.49,478.7,"14627","Meißen",241343,-0.11,118391,"Sachsen",3.41,1.29666666666667,25.55,24.1,17.5066666666667,3.95124371858143,142
2022,"3234","weiblich",91,10.49,478.7,"14627","Meißen",241343,-0.11,122952,"Sachsen",3.41,1.29666666666667,25.55,24.1,17.5066666666667,4.52178857704904,142
2011,"2985","männlich",134,9.25,759.1,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",0.446666666666667,-3.77333333333333,60.05,105.333333333333,15.7366666666667,4.90527477843843,309
2011,"2985","weiblich",175,9.25,759.1,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",0.446666666666667,-3.77333333333333,60.05,105.333333333333,15.7366666666667,5.17048399503815,309
2012,"2985","männlich",76,8.69,913.3,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",-1.5,0.446666666666667,81.25,102.033333333333,16.2966666666667,4.34380542185368,163
2012,"2985","weiblich",87,8.69,913.3,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",-1.5,0.446666666666667,81.25,102.033333333333,16.2966666666667,4.47733681447821,163
2013,"2985","männlich",114,8.22,886.5,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",-0.213333333333333,-1.5,167.3,131.3,15.8966666666667,4.74493212836325,264
2013,"2985","weiblich",150,8.22,886.5,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",-0.213333333333333,-1.5,167.3,131.3,15.8966666666667,5.01727983681492,264
2015,"2985","männlich",54,9.87,751.8,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",2.51666666666667,1.93,52.2,53.1666666666667,16.0033333333333,4.00733318523247,149
2015,"2985","weiblich",95,9.87,751.8,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",2.51666666666667,1.93,52.2,53.1666666666667,16.0033333333333,4.56434819146784,149
2016,"2985","männlich",135,9.12,929.9,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",1.10333333333333,2.51666666666667,123.6,112.866666666667,16.5966666666667,4.91265488573605,306
2016,"2985","weiblich",171,9.12,929.9,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",1.10333333333333,2.51666666666667,123.6,112.866666666667,16.5966666666667,5.14749447681345,306
2017,"2985","männlich",102,9.13,925.6,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",-0.12,1.10333333333333,56.7,87.8,16.7633333333333,4.63472898822964,284
2017,"2985","weiblich",182,9.13,925.6,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",-0.12,1.10333333333333,56.7,87.8,16.7633333333333,5.20948615284142,284
2018,"2985","männlich",129,10.35,480.6,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",0.826666666666667,-0.12,31.7,27.9333333333333,18.2866666666667,4.86753445045558,306
2018,"2985","weiblich",177,10.35,480.6,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",0.826666666666667,-0.12,31.7,27.9333333333333,18.2866666666667,5.18178355029209,306
2019,"2985","männlich",116,10.31,741.2,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",1.84666666666667,0.826666666666667,82.35,78.8,17.06,4.76217393479776,279
2019,"2985","weiblich",163,10.31,741.2,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",1.84666666666667,0.826666666666667,82.35,78.8,17.06,5.0998664278242,279
2020,"2985","männlich",119,10.04,764.7,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",2.98333333333333,1.84666666666667,82.3,74.1333333333333,15.4933333333333,4.78749174278205,309
2020,"2985","weiblich",190,10.04,764.7,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",2.98333333333333,1.84666666666667,82.3,74.1333333333333,15.4933333333333,5.25227342804663,309
2021,"2985","männlich",117,8.66,863.4,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",0.0133333333333333,2.98333333333333,89.65,117.7,16.4533333333333,4.77068462446567,293
2021,"2985","weiblich",176,8.66,863.4,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",0.0133333333333333,2.98333333333333,89.65,117.7,16.4533333333333,5.17614973257383,293
2022,"2985","männlich",112,10.09,618.4,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,121264,"Sachsen",2.20333333333333,0.0133333333333333,41.65,36.8333333333333,17.6866666666667,4.72738781871234,261
2022,"2985","weiblich",149,10.09,618.4,"14628","Sächsische Schweiz-Osterzgebirge",246204,-0.08,124940,"Sachsen",2.20333333333333,0.0133333333333333,41.65,36.8333333333333,17.6866666666667,5.01063529409626,261
